"term","species","estimate","2%","10%","25%","75%","90%","98%"
"tx:chill1","ALNRUG",-0.509854931770019,-15.2281941391277,-8.63339796518768,-2.29395095543477,1.32458863476093,6.95531875319833,12.5242185014976
"tx:chill1","BETPAP",0.618262390544693,-12.3437195056702,-6.54743977092916,-1.48721156964538,2.45906311226746,8.7426818372327,15.3639641664243
"tx:chill1","BETPOP",-0.42507175695076,-14.0750750853738,-8.37145587813729,-2.31031907495211,1.44327300358979,6.76558496170055,13.5563174468914
"tx:chill1","CORRAC",-2.25079443045677,-19.1191596459967,-12.2338218185722,-4.28379211781158,0.439852586566279,3.89197058675194,8.5305134810589
"tx:chill1","SALPUR",0.127418506823533,-13.126227280607,-7.45991135132011,-1.62202677691695,1.88183720791251,7.9262726217686,13.3028689117491
"tx:chill1","SORAME",0.0345294310274662,-14.105034490611,-7.66849980328774,-1.82204965739276,1.98424655679373,7.8307846849613,13.7443223890868
"tx:chill1","VIBDEN",1.51711357509057,-10.1395221777299,-4.81118134257745,-0.785790920888634,3.36191183745443,10.659650093868,16.9315690761759
"tx:chill2","ACESAC",-0.299007198306104,-16.3050968411435,-9.66839577851244,-2.62539145693738,2.07027646433039,8.92023365456111,15.1140891747731
"tx:chill2","ALNRUG",-3.61136762930224,-26.1775229148358,-16.4884385050288,-6.00179399650116,0.161035948938273,3.28107822249856,7.20254902194165
"tx:chill2","BETPAP",1.33210803738579,-11.5305727187832,-6.32145887815118,-1.28627857082677,3.48208856422668,11.3338163697705,18.711445678415
"tx:chill2","BETPOP",0.889669421108603,-12.0736468133873,-7.09304088956756,-1.52967623505548,3.02536395888158,10.405843644264,17.4051837860049
"tx:chill2","CORRAC",1.25268192529651,-12.5253026720734,-6.36614501413253,-1.20388437201736,3.43080601851768,10.8960777465853,17.6893083841418
"tx:chill2","SALPUR",0.059256343678978,-14.6098417492773,-7.7620573803062,-2.09255732157765,2.12275122325236,8.19056796000084,14.5531860540788
"tx:chill2","SORAME",0.863458936836839,-13.5678979643556,-7.4005188893244,-1.5838020897241,3.11486061101439,10.3584806543579,17.7808869754421
"tx:chill2","VIBDEN",-0.709511201999176,-15.2536825897497,-9.52481746270204,-2.75097062462886,1.44743143756204,6.92786533998927,13.2409230770002
