"term","species","estimate","2%","10%","25%","75%","90%","98%"
"(Intercept)",NA,13.3686713998424,10.742749574437,11.6690779779484,12.6873824071902,14.0209058859636,15.0943414656441,16.1286275968022
"tx",NA,3.61688277528426,1.59893635065693,2.31038292008397,3.08857156683809,4.16236276594347,4.91740880901079,5.54959852017457
"chill1",NA,2.14439387109335,0.0580820214231358,0.771060681306953,1.59488378250452,2.68335808832999,3.54383964483604,4.35715972563931
"chill2",NA,2.72350620225967,-1.03835771190767,0.208433441487204,1.78043743594613,3.63271987537091,5.22616462081801,6.76305711738201
"tx:chill1",NA,-1.51952316806843,-4.14153235338319,-3.33024175380571,-2.24678105952182,-0.801660896747628,0.319645118938104,1.18994184542228
"tx:chill2",NA,-0.648683728574064,-3.4583047401547,-2.48174805305321,-1.38725055265764,0.108219923442513,1.21731241499246,2.11525292116951
"(Intercept)","ACESAC",-2.13639442978652,-5.5272818992285,-4.22383249499406,-2.8785682822033,-1.30616443782301,-0.298285519269954,0.467327058404842
"(Intercept)","ALNRUG",2.80481783987099,-0.0982681217893758,0.826073260068076,1.95923037315918,3.63273925221199,4.97030098516312,6.01984174575381
"(Intercept)","BETPAP",1.42815180391112,-1.61877185715975,-0.46737813631198,0.652434555178426,2.18611878169172,3.46378677371657,4.55523014826004
"(Intercept)","BETPOP",-0.891061977042267,-3.95294121880423,-2.9018512284102,-1.62431056562414,-0.10164751352588,0.965069269562889,1.82762444625114
"(Intercept)","CORRAC",0.955259401701201,-1.81810489383316,-0.820623814054199,0.217897953471916,1.66517743061102,2.89964492078916,3.8896429282023
"(Intercept)","SALPUR",-1.13763554347006,-4.45539355999652,-3.218921101358,-1.89114133544517,-0.334868626724266,0.783068520674696,1.65878521847368
"(Intercept)","SORAME",-2.0211684561866,-5.28203035290063,-4.16708566308877,-2.74769855095402,-1.19713731837658,-0.16337672933834,0.57578813255026
"(Intercept)","VIBDEN",0.61874621435416,-2.28367864058687,-1.31215807526849,-0.120351581650481,1.36830826904336,2.57104873372248,3.5324919124483
"tx","ACESAC",-0.457447965975064,-3.12544144555919,-2.00631307254214,-0.858567387224704,0.0310694986834169,0.628380087056282,1.31094147948631
"tx","ALNRUG",0.515661593601424,-1.39517601274789,-0.663497070169989,-0.0253550930798178,0.975259448435058,2.14651505331474,3.25063194005385
"tx","BETPAP",0.562082699682223,-1.01177776476627,-0.445794698746988,0.00272796726443554,0.98990107526235,2.17655146922111,3.2044957758625
