"term","species","estimate","2%","10%","25%","75%","90%","98%"
"tx:chill1","BETPAP",-7.28477665976733,-31.7023958643082,-23.0706695786093,-12.3197369752829,-0.912887346180783,3.16765818976924,7.4783494653776
"tx:chill1","BETPOP",2.08712926633053,-14.4667759799752,-7.83465568501506,-1.55942919134928,5.51129755303037,14.2835495649482,21.4233858134566
"tx:chill1","CORRAC",8.73656644481612,-6.88524055444864,-2.22253597632491,1.52438582750611,14.1614439678145,25.7556863260791,35.1029813925698
"tx:chill1","SALPUR",0.719938967865961,-18.384426669802,-11.7314648817189,-3.5386099836517,4.81671986577746,13.888295237977,21.0520732931311
"tx:chill1","SORAME",1.80152328300238,-15.694670137541,-9.77701035293017,-2.04269265215368,5.78672979371805,14.3505068015487,22.7968811408635
"tx:chill1","VIBDEN",2.85058102853509,-12.7468354126585,-7.75576879472881,-1.04248745861134,6.51454464587747,15.5904311681602,23.4421064684591
"tx:chill2","ACESAC",0.182437048216675,-12.0712394956495,-6.71861814969198,-1.66710607276721,1.91539126129086,7.52912337820715,13.6014310915767
"tx:chill2","ALNRUG",-0.0564481147618135,-14.2934864705097,-8.33319396302042,-1.99799511136719,1.89988838559982,8.06525459249743,14.3374808446758
"tx:chill2","BETPAP",1.58226616782856,-9.94384294914241,-4.97418486981063,-0.697298224287137,3.54878918404782,10.3833154482445,17.1611907530498
"tx:chill2","BETPOP",-0.0967357217452388,-12.3239999044921,-6.99352400964101,-1.86413934237382,1.5801032627443,6.74961965729886,11.7149634785674
"tx:chill2","CORRAC",1.51957089371765,-9.59177122902154,-5.33946262870302,-0.866447911412052,3.44823160714304,10.7316854510154,17.6209071566657
"tx:chill2","SALPUR",-1.93259799917326,-19.1305317484461,-12.6480809253695,-4.38073766069156,0.866653638953512,5.89989984866774,11.2918270660173
"tx:chill2","SORAME",1.44403377500884,-10.8442268435988,-6.16235306854605,-0.976627443428021,3.63924513456019,10.9491231919067,17.8316084811751
"tx:chill2","VIBDEN",-2.4322230775156,-20.4639082136286,-12.3561688101802,-4.35888889178795,0.290490439655724,3.56993041092368,7.60370990976086
