"term","species","estimate","2%","10%","25%","75%","90%","98%"
"(Intercept)",NA,-1.64911863236418,-4.88127239186003,-3.65073558161073,-2.37194822652629,-0.910798217769465,0.316235640478251,1.52156547259293
"tx",NA,1.97794932413545,0.0602285971891527,0.714399289883272,1.43540080885311,2.45780646468058,3.4450923514794,4.27561111927305
"chill1",NA,-0.24708103322012,-4.48554656407201,-2.60620000816621,-0.944291734380235,0.472343152359356,1.78810435242049,3.84392992158291
"chill2",NA,-0.304290550939467,-4.22945190382487,-2.44868210408376,-0.921997044870976,0.44311068177613,1.50094111196928,2.4617605194457
"tx:chill1",NA,-0.203400002150871,-3.99702889077564,-2.35125664579292,-0.94221859943349,0.601162897032008,1.76736620394294,2.7279691633953
"tx:chill2",NA,0.322342674366893,-3.32748714414079,-1.78080226095576,-0.475500257737676,1.0546858295171,2.52150245814107,4.47420044192181
"(Intercept)","ACESAC",-1.78253456651635,-5.77993937593603,-4.23662804763037,-2.65559745962766,-0.836661220628717,0.364794224578129,1.49374080304045
"(Intercept)","ALNRUG",-0.590985817789315,-4.23880913272226,-2.94562173894581,-1.41125365067973,0.29278204001252,1.52197633336706,2.46467232940503
"(Intercept)","BETPAP",-0.36308720371183,-3.84039390851701,-2.56484380400608,-1.16667774029468,0.469072794136526,1.74673694457057,2.84645455063061
"(Intercept)","BETPOP",-1.7211365987584,-5.74912567919513,-4.28050481989612,-2.6491060258564,-0.754834772522246,0.677984297772018,1.79871708482119
"(Intercept)","CORRAC",0.96840387001128,-2.37981750663954,-1.14637876039272,0.157670630203016,1.79421209844748,3.13056433777966,4.20652222076178
"(Intercept)","SALPUR",1.27888193024756,-1.98420535127364,-0.753005556258182,0.490345494614616,2.05822590896195,3.44391893786883,4.56860725965165
"(Intercept)","SORAME",-2.6045830967904,-7.32787230400723,-5.50656046510721,-3.55644872706393,-1.48977281453718,-0.185679393045667,0.736969976764728
"(Intercept)","VIBDEN",4.52802315864027,0.992047462237998,2.00793635183913,3.27683104858841,5.51366870705865,7.89143502738689,10.0840575370822
"tx","ACESAC",0.0617452947627065,-2.54316834244,-1.40216517198911,-0.339739643576049,0.443952713303576,1.64641315428127,2.76687914391516
"tx","ALNRUG",0.172078490337022,-2.19229315392805,-1.09973262358642,-0.192855303927749,0.537665202398312,1.63139644071213,2.57701771448489
"tx","BETPAP",-0.0983491064220644,-2.71252501210891,-1.48927706001305,-0.43939982594665,0.276766702035808,1.19100584171668,2.0195070964614
"tx","BETPOP",-0.899754989950153,-5.83609702452099,-3.37083428285916,-1.46885488196313,-0.0136386724108509,0.444821570159898,1.10342830663057
"tx","CORRAC",0.623591296011966,-1.22601818567584,-0.58795851582783,-0.0171014805841363,1.03732785309158,2.75925489884451,4.7553540544461
"tx","SALPUR",-0.357481392888584,-3.05713514190968,-1.94881945948982,-0.699469733268961,0.0876924153919627,0.736730711281358,1.4355436632945
"tx","SORAME",-0.0930919146040563,-3.35565048801515,-1.9268238224001,-0.577046632233481,0.346196414025262,1.73116746727802,3.16233389823285
"tx","VIBDEN",0.743006352769763,-2.30636839413715,-1.12117785816191,-0.104553645710327,1.25961331844557,3.87115613495431,6.63664358761151
"chill1","ACESAC",-2.02235086691505,-12.7321153727154,-7.2576234146629,-2.98850688278736,-0.206352796125097,0.68867939693806,1.98897927060094
"chill1","ALNRUG",0.600527706759919,-3.89942874378405,-1.59022256584753,-0.174421204097891,1.38738217991754,3.32132148789837,5.74341153382896
"chill1","BETPAP",-1.26621997316861,-7.28004228675053,-4.5263249124922,-2.07469934803379,-0.114305142649688,0.940442455613225,2.39372966788129
"chill1","BETPOP",1.29105188127784,-3.15088590461264,-1.00605405719342,0.17083839846651,2.26565928779602,4.33806814392223,6.18262906330377
"chill1","CORRAC",0.487919571331838,-3.73683925224986,-1.703338820307,-0.261200242532196,1.2276115095336,3.17385464500441,5.1365249432665
"chill1","SALPUR",-0.419693683001335,-4.79702771307069,-2.75850703488733,-1.09067778969458,0.26814586611335,1.8127213526187,3.53113363892949
"chill1","SORAME",-1.76858494686161,-13.2129038251976,-7.14498059673637,-2.69497577399527,-0.00731935416460606,1.22278609521433,2.56131005878225
"chill1","VIBDEN",2.63420283714414,-2.16748335177354,-0.749171443304853,0.327912357179356,3.85908658187422,9.02808271606846,16.3989850927996
"chill2","ACESAC",1.54543540940421,-1.48024286211626,-0.601705869734024,0.422932069110633,2.37991657405285,4.46191063966668,6.29001425349069
"chill2","ALNRUG",1.23219317204081,-1.63966228018703,-0.743733527214397,0.206642968849443,2.04684574973907,3.91057889791475,5.64248630766835
"chill2","BETPAP",1.07671679206482,-2.00404831946756,-0.921010173292314,0.127099928809201,1.85076497747363,3.71493099336544,5.49742562041661
