"term","species","estimate","2%","10%","25%","75%","90%","98%"
"tx:chill1","SORAME",0.702544887040252,-8.58961015812215,-4.76389228453288,-0.909375966614587,2.20591687028931,6.89190119461764,10.7661559566496
"tx:chill1","VIBDEN",1.39647351757783,-6.59043988405361,-3.27768416122087,-0.396802205023777,2.89465428879709,8.07208565372855,12.8101096011755
"tx:chill2","ACESAC",1.65352275401696,-4.62959654803936,-2.2636803876775,-0.239636316653189,2.86409755380146,8.6651457632515,13.5451492395238
"tx:chill2","ALNRUG",0.50631923469505,-8.57632764046573,-4.78083864928616,-1.03573617747009,1.91308606672078,6.72679938080323,10.9128780740257
"tx:chill2","BETPAP",0.729852469889616,-7.19106048896791,-3.66980433783919,-0.677096259226491,1.88069363175605,6.46790682429249,10.6190121275829
"tx:chill2","BETPOP",-0.711122858635642,-11.6971514201017,-6.49043248165107,-1.81975216068448,0.674137651232487,3.75426225862981,7.19597753154079
"tx:chill2","CORRAC",-0.614850760369002,-10.8441880698157,-6.09500878774163,-1.74604265272479,0.73326887028466,3.81718357343592,7.16235065064799
"tx:chill2","SALPUR",-0.574714434938698,-11.1120288645142,-6.94384952900389,-1.96156214326295,0.973675228916453,4.79429899501205,8.36817568512017
"tx:chill2","SORAME",-0.529958454988537,-10.7206149597724,-6.42336010346071,-1.78168364033739,0.883227771549737,4.22598062869094,7.467963784519
"tx:chill2","VIBDEN",-0.482262902940099,-10.5131468209138,-5.96366737480466,-1.63527963271491,0.858698389582802,4.16392552929896,7.39480858426127
