"id","budburst","leafout","tx","chill","lo.ht","thick1","thick2","tough1","tough2","budset","shoots","roots","ht.final","mg.cm2","phenol","chlavg","ht.diff","meristem","chill1","chill2","species","dvr","tough","thick","tough.date","tough.age","bset","budsetdoy","gslength","rgr_final","folin","species.name","drought","drought1","drought2"
"VIBDEN_104",34,53,1,1,26.8,0.143,0.149,0.79,0.7,NA,NA,NA,NA,0.0063,"-0.02","23.425",0.6,1,0,0,"VIBDEN",19,0.745,0.146,176,149.2,NA,NA,NA,NA,-0.0012243683539093,"Viburnum dentatum",0,0,0
"VIBDEN_114",38,69,0,1,22.2,0.133,0.124,0.43,0.62,NA,NA,NA,NA,0.0034,"-0.02","20.125",-5.4,1,0,0,"VIBDEN",31,0.525,0.1285,176,153.8,NA,NA,NA,NA,-0.0012243683539093,"Viburnum dentatum",2,0,1
"VIBDEN_124",29,69,1,1,18,0.104,0.118,0.43,0.61,NA,NA,NA,NA,0.0062,"-0.08","23.275",3.3,1,0,0,"VIBDEN",40,0.52,0.111,176,158,NA,NA,NA,NA,0.0020362664101634,"Viburnum dentatum",2,0,1
"VIBDEN_134",53,69,0,1,27.6,0.135,0.144,0.68,0.7,NA,NA,NA,NA,0.0071,"-0.07","24.225",0.6,0,0,0,"VIBDEN",16,0.69,0.1395,176,148.4,NA,NA,NA,NA,0.00149282728281795,"Viburnum dentatum",2,0,1
"VIBDEN_144",31,59,1,1,24.7,0.135,0.141,0.84,0.64,NA,NA,NA,NA,0.0087,"-0.05","25.975",-3.1,1,0,0,"VIBDEN",28,0.74,0.138,176,151.3,NA,NA,NA,NA,0.000405949028127051,"Viburnum dentatum",2,0,1
"VIBDEN_154",41,64,0,1,33,0.12,0.131,0.78,0.46,NA,NA,NA,NA,0.0113,"-0.16","28.575",0.7,1,0,0,"VIBDEN",23,0.62,0.1255,176,143,NA,NA,NA,NA,0.00638377942892699,"Viburnum dentatum",2,0,1
"VIBDEN_164",56,76,1,1,24.2,0.126,0.146,0.43,0.48,NA,NA,NA,NA,0.0089,"-0.02","26.15",-0.2,1,0,0,"VIBDEN",20,0.455,0.136,176,151.8,NA,NA,NA,NA,-0.0012243683539093,"Viburnum dentatum",2,0,1
"VIBDEN_16",21,35,0,2,25.6,0.121,0.121,0.55,0.48,NA,NA,NA,NA,0.0131,"","30.275",6.2,1,1,0,"VIBDEN",14,0.515,0.121,177,151.4,NA,NA,NA,NA,NA,"Viburnum dentatum",0,0,0
"VIBDEN_26",30,46,1,2,27.9,0.13,0.189,0.55,0.53,NA,NA,NA,NA,0.012,"","29.25",0.7,1,1,0,"VIBDEN",16,0.54,0.1595,177,149.1,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_36",35,46,0,2,28.4,0.118,0.133,0.57,0.67,NA,NA,NA,NA,0.009,"","26.275",0.8,1,1,0,"VIBDEN",11,0.62,0.1255,177,148.6,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_46",30,46,1,2,34.8,0.118,0.122,0.55,0.52,NA,NA,NA,NA,0.0083,"","25.475",-0.5,1,1,0,"VIBDEN",16,0.535,0.12,177,142.2,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_56",23,40,0,2,35.1,0.136,0.137,0.71,0.74,NA,NA,NA,NA,0.0126,"","29.8",0.2,1,1,0,"VIBDEN",17,0.725,0.1365,177,141.9,NA,NA,NA,NA,NA,"Viburnum dentatum",0,0,0
"VIBDEN_66",30,49,1,2,26.4,0.139,0.133,0.47,0.65,NA,NA,NA,NA,0.0084,"","25.675",0,1,1,0,"VIBDEN",19,0.56,0.136,177,150.6,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_76",25,43,0,2,22.7,0.112,0.117,0.72,0.71,NA,NA,NA,NA,0.0043,"","21.175",-0.6,1,1,0,"VIBDEN",18,0.715,0.1145,177,154.3,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_86",40,56,1,2,27,0.108,0.117,0.33,0.57,NA,NA,NA,NA,0.0096,"","26.825",0.3,1,1,0,"VIBDEN",16,0.45,0.1125,177,150,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_96",28,43,0,2,20.4,0.155,0.13,0.53,0.49,NA,NA,NA,NA,0.0104,"","27.625",5.9,1,1,0,"VIBDEN",15,0.51,0.1425,177,156.6,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_106",21,43,1,2,25.9,0.159,0.124,0.51,0.6,NA,NA,NA,NA,0.0113,"","28.6",-4.9,1,1,0,"VIBDEN",22,0.555,0.1415,177,151.1,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_116",35,56,0,2,34.3,0.194,0.18,0.77,0.28,NA,NA,NA,NA,0.0074,"","24.675",0.8,1,1,0,"VIBDEN",21,0.525,0.187,177,142.7,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_126",32,46,1,2,32.7,0.138,0.126,0.58,0.48,NA,NA,NA,NA,0.0095,"","26.775",1.1,1,1,0,"VIBDEN",14,0.53,0.132,177,144.3,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_136",40,51,0,2,22.5,0.162,0.117,0.72,0.63,NA,NA,NA,NA,0.0088,"","26.025",0.9,1,1,0,"VIBDEN",11,0.675,0.1395,177,154.5,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_146",32,46,1,2,31.6,0.127,0.151,0.59,0.67,NA,NA,NA,NA,0.0055,"","22.475",-1,1,1,0,"VIBDEN",14,0.63,0.139,177,145.4,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_156",25,43,0,2,25,0.149,0.126,0.73,0.9,NA,NA,NA,NA,0.0102,"","27.425",-0.2,1,1,0,"VIBDEN",18,0.815,0.1375,177,152,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_166",35,56,1,2,30.7,0.149,0.163,0.87,0.78,NA,NA,NA,NA,0.0057,"","22.725",0.3,1,1,0,"VIBDEN",21,0.825,0.156,177,146.3,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_18",16,29,0,3,20.3,0.137,0.136,0.56,0.7,NA,NA,NA,NA,0.0086,"","25.825",1.1,1,0,1,"VIBDEN",13,0.63,0.1365,163,142.7,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_28",16,32,1,3,23.6,0.122,0.136,0.55,0.67,NA,NA,NA,NA,0.0171,"","34",3.2,1,0,1,"VIBDEN",16,0.61,0.129,163,139.4,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_38",21,37,0,3,32.4,0.153,0.141,0.76,0.59,NA,NA,NA,NA,0.0104,"","27.675",1.3,1,0,1,"VIBDEN",16,0.675,0.147,163,130.6,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_48",25,46,1,3,29.4,0.157,0.149,0.57,0.59,NA,NA,NA,NA,0.0076,"","24.775",-0.3,1,0,1,"VIBDEN",21,0.58,0.153,163,133.6,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_58",21,32,0,3,26.4,0.124,0.137,0.39,0.37,NA,NA,NA,NA,0.0086,"","25.875",4.2,1,0,1,"VIBDEN",11,0.38,0.1305,163,136.6,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_68",18,44,1,3,32.4,0.132,0.13,0.54,0.44,NA,NA,NA,NA,0.0044,"","21.275",-0.1,1,0,1,"VIBDEN",26,0.49,0.131,163,130.6,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_78",21,35,0,3,35.4,0.142,0.203,0.68,0.82,NA,NA,NA,NA,0.0069,"","24",0.1,1,0,1,"VIBDEN",14,0.75,0.1725,163,127.6,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_88",23,39,1,3,35.4,0.12,0.133,0.62,0.67,NA,NA,NA,NA,0,"","15.875",-11.3,1,0,1,"VIBDEN",16,0.645,0.1265,163,127.6,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_98",29,42,0,3,23,0.181,0.16,0.79,0.78,NA,NA,NA,NA,0.0053,"","22.35",4.3,1,0,1,"VIBDEN",13,0.785,0.1705,163,140,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_108",26,42,1,3,28.3,0.15,0.132,0.57,0.51,NA,NA,NA,NA,0.0045,"","21.45",-6.9,1,0,1,"VIBDEN",16,0.54,0.141,163,134.7,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_118",16,32,0,3,23.4,0.123,0.144,0.58,0.66,NA,NA,NA,NA,0,"","18.975",0.5,1,0,1,"VIBDEN",16,0.62,0.1335,163,139.6,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_128",26,37,1,3,25.4,0.115,0.15,0.68,0.54,NA,NA,NA,NA,0.0066,"","23.775",0.5,1,0,1,"VIBDEN",11,0.61,0.1325,163,137.6,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_138",16,32,0,3,27.9,0.179,0.12,0.88,0.74,NA,NA,NA,NA,0.0064,"","23.475",1.7,1,0,1,"VIBDEN",16,0.81,0.1495,163,135.1,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_148",16,32,1,3,30,0.117,0.122,1.02,0.53,NA,NA,NA,NA,0.008,"","25.25",0,1,0,1,"VIBDEN",16,0.775,0.1195,163,133,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_158",29,44,0,3,34.8,0.138,0.149,0.66,0.67,NA,NA,NA,NA,0.0097,"","27",-0.1,1,0,1,"VIBDEN",15,0.665,0.1435,163,128.2,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
"VIBDEN_168",23,42,1,3,29.1,0.128,0.144,0.68,0.59,NA,NA,NA,NA,0.0079,"","25.125",1.4,1,0,1,"VIBDEN",19,0.635,0.136,163,133.9,NA,NA,NA,NA,NA,"Viburnum dentatum",2,0,1
