"id","budburst","leafout","tx","chill","lo.ht","thick1","thick2","tough1","tough2","budset","shoots","roots","ht.final","mg.cm2","phenol","chlavg","ht.diff","meristem","chill1","chill2","species","dvr","tough","thick","tough.date","tough.age","bset","budsetdoy","gslength","rgr_final","folin","species.name","drought","drought1","drought2"
"ACESAC_14",38,48,0,1,29.6,0.095,0.132,0.32,0.34,NA,NA,NA,NA,0.0084,"-0.14","25.675",3.6,0,0,0,"ACESAC",10,0.33,0.1135,176,146.4,NA,NA,NA,NA,0.00529690117423609,"Acer saccharinum",0,0,0
"ACESAC_24",50,62,1,1,22.6,0.101,0.103,0.28,0.17,NA,NA,NA,NA,0.0123,"-0.05","29.575",2.6,1,0,0,"ACESAC",12,0.225,0.102,176,153.4,NA,NA,NA,NA,0.000405949028127051,"Acer saccharinum",2,0,1
"ACESAC_34",36,48,0,1,30.1,0.082,0.094,0.31,0.45,NA,NA,NA,NA,0.0098,"-0.26","27.075",3.4,0,0,0,"ACESAC",12,0.38,0.088,176,145.9,NA,NA,NA,NA,0.0118181707023815,"Acer saccharinum",0,0,0
"ACESAC_44",48,59,1,1,22.2,0.088,0.118,0.41,0.24,NA,NA,NA,NA,0.0118,"-0.23","29.075",0.9,0,0,0,"ACESAC",11,0.325,0.103,176,153.8,NA,NA,NA,NA,0.0101878533203451,"Acer saccharinum",2,0,1
"ACESAC_64",53,69,1,1,22.1,0.097,0.105,0.4,0.22,NA,NA,NA,NA,0.0056,"-0.02","22.675",1.1,1,0,0,"ACESAC",16,0.31,0.101,176,153.9,NA,NA,NA,NA,-0.0012243683539093,"Acer saccharinum",2,0,1
"ACESAC_74",53,69,0,1,22.5,0.11,0.133,0.35,0.34,NA,NA,NA,NA,0.0081,"-0.06","25.3",1.3,0,0,0,"ACESAC",16,0.345,0.1215,176,153.5,NA,NA,NA,NA,0.0009493881554725,"Acer saccharinum",2,0,1
"ACESAC_84",38,56,1,1,31.1,0.109,0.119,0.21,0.28,NA,NA,NA,NA,0.0061,"-0.33","23.175",3,1,0,0,"ACESAC",18,0.245,0.114,176,144.9,NA,NA,NA,NA,0.0156222445937996,"Acer saccharinum",2,0,1
"ACESAC_94",36,53,0,1,30,0.099,0.129,0.42,0.46,NA,NA,NA,NA,0,"0.01","15.35",1.3,0,0,0,"ACESAC",17,0.44,0.114,176,146,NA,NA,NA,NA,-0.00285468573594565,"Acer saccharinum",0,0,0
"ACESAC_104",41,59,1,1,25.2,0.101,0.109,0.29,0.28,NA,NA,NA,NA,0.0117,"-0.26","29",0.2,1,0,0,"ACESAC",18,0.285,0.105,176,150.8,NA,NA,NA,NA,0.0118181707023815,"Acer saccharinum",2,0,1
"ACESAC_124",36,53,1,1,27.6,0.096,0.118,0.36,NA,NA,NA,NA,NA,0.004,"-0.19","20.825",3.1,0,0,0,"ACESAC",17,NA,0.107,176,148.4,NA,NA,NA,NA,0.00801409681096334,"Acer saccharinum",0,0,0
"ACESAC_134",43,53,0,1,22.1,0.122,0.143,0.25,NA,NA,NA,NA,NA,0.0046,"-0.18","21.5",1.3,0,0,0,"ACESAC",10,NA,0.1325,176,153.9,NA,NA,NA,NA,0.00747065768361789,"Acer saccharinum",0,0,0
"ACESAC_144",38,50,1,1,33.3,0.1,0.083,0.14,0.35,NA,NA,NA,NA,0.0051,"-0.07","22.125",1.2,0,0,0,"ACESAC",12,0.245,0.0915,176,142.7,NA,NA,NA,NA,0.00149282728281795,"Acer saccharinum",0,0,0
"ACESAC_154",41,56,0,1,20.2,0.112,0.09,0.27,NA,NA,NA,NA,NA,0.0056,"-0.02","22.6",1.1,0,0,0,"ACESAC",15,NA,0.101,176,155.8,NA,NA,NA,NA,-0.0012243683539093,"Acer saccharinum",2,0,1
"ACESAC_164",41,59,1,1,36.3,0.098,0.097,0.27,0.28,NA,NA,NA,NA,0,"-0.06","19.475",0.5,0,0,0,"ACESAC",18,0.275,0.0975,176,139.7,NA,NA,NA,NA,0.0009493881554725,"Acer saccharinum",2,0,1
"ACESAC_16",40,56,0,2,22.1,0.09,0.082,0.3,0.52,NA,NA,NA,NA,0.0127,"","29.925",3.7,0,1,0,"ACESAC",16,0.41,0.086,177,154.9,NA,NA,NA,NA,NA,"Acer saccharinum",2,0,1
"ACESAC_26",56,67,1,2,27.9,0.114,0.102,0.37,0.37,NA,NA,NA,NA,0.0059,"","23",2.2,0,1,0,"ACESAC",11,0.37,0.108,177,149.1,NA,NA,NA,NA,NA,"Acer saccharinum",0,0,0
"ACESAC_36",35,46,0,2,34.3,0.106,0.105,0.42,0.44,NA,NA,NA,NA,0.0091,"","26.4",2,0,1,0,"ACESAC",11,0.43,0.1055,177,142.7,NA,NA,NA,NA,NA,"Acer saccharinum",2,0,1
"ACESAC_56",43,56,0,2,30.9,0.098,0.08,0.38,0.24,NA,NA,NA,NA,0.0087,"","25.975",2,0,1,0,"ACESAC",13,0.31,0.089,177,146.1,NA,NA,NA,NA,NA,"Acer saccharinum",2,0,1
"ACESAC_66",40,51,1,2,21,0.102,0.105,0.51,0.5,NA,NA,NA,NA,0.0088,"","26.025",3.2,0,1,0,"ACESAC",11,0.505,0.1035,177,156,NA,NA,NA,NA,NA,"Acer saccharinum",2,0,1
"ACESAC_76",32,49,0,2,17.8,0.107,0.099,0.31,0.33,NA,NA,NA,NA,0.0128,"","27.74285714",2.3,0,1,0,"ACESAC",17,0.32,0.103,177,159.2,NA,NA,NA,NA,NA,"Acer saccharinum",2,0,1
"ACESAC_86",49,63,1,2,29.5,0.095,0.092,0.16,0.22,NA,NA,NA,NA,0.0119,"","29.15",0.9,0,1,0,"ACESAC",14,0.19,0.0935,177,147.5,NA,NA,NA,NA,NA,"Acer saccharinum",0,0,0
"ACESAC_96",51,58,0,2,27.4,0.092,0.169,0.32,0.17,NA,NA,NA,NA,0.0075,"","24.725",2.5,0,1,0,"ACESAC",7,0.245,0.1305,177,149.6,NA,NA,NA,NA,NA,"Acer saccharinum",0,0,0
"ACESAC_106",40,49,1,2,24.7,0.107,0.127,0.14,NA,NA,NA,NA,NA,0.0037,"","20.45",1.8,0,1,0,"ACESAC",9,NA,0.117,177,152.3,NA,NA,NA,NA,NA,"Acer saccharinum",2,0,1
"ACESAC_116",40,56,0,2,27.7,0.087,0.096,0.45,0.23,NA,NA,NA,NA,0.0109,"","28.175",1,0,1,0,"ACESAC",16,0.34,0.0915,177,149.3,NA,NA,NA,NA,NA,"Acer saccharinum",2,0,1
"ACESAC_126",43,60,1,2,27.7,0.088,0.086,0.36,0.33,NA,NA,NA,NA,0.0075,"","24.725",2.2,0,1,0,"ACESAC",17,0.345,0.087,177,149.3,NA,NA,NA,NA,NA,"Acer saccharinum",2,0,1
"ACESAC_136",63,70,0,2,19.1,0.097,0.103,0.15,0.26,NA,NA,NA,NA,0.0054,"","22.45",0.1,0,1,0,"ACESAC",7,0.205,0.1,177,157.9,NA,NA,NA,NA,NA,"Acer saccharinum",0,0,0
"ACESAC_156",28,43,0,2,30.2,0.093,0.138,0.37,0.58,NA,NA,NA,NA,0.0042,"","21.05",-0.1,0,1,0,"ACESAC",15,0.475,0.1155,177,146.8,NA,NA,NA,NA,NA,"Acer saccharinum",2,0,1
"ACESAC_166",32,46,1,2,21.4,0.084,0.085,0.3,0.22,NA,NA,NA,NA,0.0039,"","20.7",1.5,0,1,0,"ACESAC",14,0.26,0.0845,177,155.6,NA,NA,NA,NA,NA,"Acer saccharinum",2,0,1
"ACESAC_18",32,44,0,3,23.7,0.098,0.095,0.39,0.6,NA,NA,NA,NA,0.0083,"","25.575",0,0,0,1,"ACESAC",12,0.495,0.0965,163,139.3,NA,NA,NA,NA,NA,"Acer saccharinum",1,1,0
"ACESAC_28",39,49,1,3,29.4,0.098,0.105,0.46,0.34,NA,NA,NA,NA,0.0061,"","23.175",3.6,0,0,1,"ACESAC",10,0.4,0.1015,163,133.6,NA,NA,NA,NA,NA,"Acer saccharinum",1,1,0
"ACESAC_38",29,42,0,3,28.8,0.093,0.125,0.4,0.58,NA,NA,NA,NA,0.0102,"","27.425",2.2,0,0,1,"ACESAC",13,0.49,0.109,163,134.2,NA,NA,NA,NA,NA,"Acer saccharinum",2,0,1
"ACESAC_48",35,49,1,3,16.8,0.09,0.118,0.29,0.34,NA,NA,NA,NA,0.0088,"","26.075",1.9,0,0,1,"ACESAC",14,0.315,0.104,163,146.2,NA,NA,NA,NA,NA,"Acer saccharinum",1,1,0
"ACESAC_58",49,56,0,3,28.8,0.098,0.129,0.2,0.32,NA,NA,NA,NA,0.0151,"","32.225",1.8,0,0,1,"ACESAC",7,0.26,0.1135,163,134.2,NA,NA,NA,NA,NA,"Acer saccharinum",1,1,0
"ACESAC_68",29,44,1,3,34.8,0.101,0.105,0.27,0.34,NA,NA,NA,NA,0.0059,"","22.975",2,0,0,1,"ACESAC",15,0.305,0.103,163,128.2,NA,NA,NA,NA,NA,"Acer saccharinum",2,0,1
"ACESAC_78",44,53,0,3,20.8,0.104,0.109,0.36,0.19,NA,NA,NA,NA,0.0094,"","26.7",-0.1,0,0,1,"ACESAC",9,0.275,0.1065,163,142.2,NA,NA,NA,NA,NA,"Acer saccharinum",1,1,0
"ACESAC_88",29,44,1,3,23.8,0.108,0.105,0.28,0.21,NA,NA,NA,NA,0.0073,"","24.45",1,0,0,1,"ACESAC",15,0.245,0.1065,163,139.2,NA,NA,NA,NA,NA,"Acer saccharinum",2,0,1
"ACESAC_98",46,53,0,3,20.1,0.089,0.094,0.22,0.29,NA,NA,NA,NA,0,"","19.4",1,0,0,1,"ACESAC",7,0.255,0.0915,163,142.9,NA,NA,NA,NA,NA,"Acer saccharinum",1,1,0
"ACESAC_108",35,49,1,3,33.5,0.095,0.094,0.36,0.33,NA,NA,NA,NA,0.0078,"","25",1.6,0,0,1,"ACESAC",14,0.345,0.0945,163,129.5,NA,NA,NA,NA,NA,"Acer saccharinum",1,1,0
"ACESAC_118",32,44,0,3,27,0.1,0.122,0.34,0.44,NA,NA,NA,NA,0.0095,"","26.75",-0.4,0,0,1,"ACESAC",12,0.39,0.111,163,136,NA,NA,NA,NA,NA,"Acer saccharinum",1,1,0
"ACESAC_128",42,50,1,3,28.8,0.122,0.117,0.36,0.47,NA,NA,NA,NA,0.0065,"","23.65",1.9,0,0,1,"ACESAC",8,0.415,0.1195,163,134.2,NA,NA,NA,NA,NA,"Acer saccharinum",1,1,0
"ACESAC_138",32,42,0,3,33,0.097,0.099,0.33,0.31,NA,NA,NA,NA,0.004,"","20.9",2.2,0,0,1,"ACESAC",10,0.32,0.098,163,130,NA,NA,NA,NA,NA,"Acer saccharinum",1,1,0
"ACESAC_148",29,56,1,3,31.1,0.097,0.093,0.43,0.46,NA,NA,NA,NA,0.0045,"","21.4",-0.6,1,0,1,"ACESAC",27,0.445,0.095,163,131.9,NA,NA,NA,NA,NA,"Acer saccharinum",2,0,1
"ACESAC_158",39,60,0,3,19,0.103,0.093,0.29,0.32,NA,NA,NA,NA,0.0092,"","26.45",0,0,0,1,"ACESAC",21,0.305,0.098,163,144,NA,NA,NA,NA,NA,"Acer saccharinum",1,1,0
"ACESAC_168",39,53,1,3,24.3,0.09,0.094,0.22,0.31,NA,NA,NA,NA,0,"","19.75",0,0,0,1,"ACESAC",14,0.265,0.092,163,138.7,NA,NA,NA,NA,NA,"Acer saccharinum",1,1,0
"ALNRUG_14",29,43,0,1,30,0.162,0.119,0.36,0.35,NA,NA,NA,NA,0.0138,"0.01","30.975",7.4,0,0,0,"ALNRUG",14,0.355,0.1405,176,146,NA,NA,NA,NA,-0.00285468573594565,"Alnus rugosa",0,0,0
"ALNRUG_24",29,50,1,1,31.8,0.186,0.172,0.39,0.35,NA,NA,NA,NA,0.023,"-0.01","39.175",3.5,0,0,0,"ALNRUG",21,0.37,0.179,176,144.2,NA,NA,NA,NA,-0.00176780748125475,"Alnus rugosa",0,0,0
"ALNRUG_34",29,48,0,1,20.2,0.095,0.085,0.33,0.31,NA,NA,NA,NA,0.0161,"0.02","33.125",10.7,0,0,0,"ALNRUG",19,0.32,0.09,176,155.8,NA,NA,NA,NA,-0.00339812486329109,"Alnus rugosa",0,0,0
"ALNRUG_44",24,45,1,1,29.4,0.085,0.084,0.53,0.34,NA,NA,NA,NA,0.0162,"0.07","33.225",6.1,1,0,0,"ALNRUG",21,0.435,0.0845,176,146.6,NA,NA,NA,NA,-0.00611532050001834,"Alnus rugosa",0,0,0
"ALNRUG_54",24,50,0,1,32.6,0.151,0.161,0.41,0.4,NA,NA,NA,NA,0.0162,"0.03","33.225",3.1,0,0,0,"ALNRUG",26,0.405,0.156,176,143.4,NA,NA,NA,NA,-0.00394156399063654,"Alnus rugosa",0,0,0
"ALNRUG_64",24,50,1,1,32.2,0.193,0.119,0.57,0.41,NA,NA,NA,NA,0.0212,"0.09","37.625",4.1,1,0,0,"ALNRUG",26,0.49,0.156,176,143.8,NA,NA,NA,NA,-0.00720219875470924,"Alnus rugosa",0,0,0
"ALNRUG_74",22,45,0,1,33.3,0.143,0.218,0.28,0.35,NA,NA,NA,NA,0.034,"-0.12","47.85",2.6,0,0,0,"ALNRUG",23,0.315,0.1805,176,142.7,NA,NA,NA,NA,0.0042100229195452,"Alnus rugosa",0,0,0
"ALNRUG_84",29,48,1,1,35.2,0.14,0.153,0.38,0.44,NA,NA,NA,NA,0.0199,"0.05","36.5",14.3,0,0,0,"ALNRUG",19,0.41,0.1465,176,140.8,NA,NA,NA,NA,-0.00502844224532744,"Alnus rugosa",0,0,0
"ALNRUG_94",27,45,0,1,28.9,0.242,0.168,0.35,0.36,NA,NA,NA,NA,0.0168,"-0.22","33.725",1,0,0,0,"ALNRUG",18,0.355,0.205,176,147.1,NA,NA,NA,NA,0.00964441419299969,"Alnus rugosa",0,0,0
"ALNRUG_104",41,64,1,1,36.8,0.105,0.118,0.32,0.38,NA,NA,NA,NA,0.0123,"0.05","29.5",-1,1,0,0,"ALNRUG",23,0.35,0.1115,176,139.2,NA,NA,NA,NA,-0.00502844224532744,"Alnus rugosa",2,0,1
"ALNRUG_114",20,43,0,1,52.4,0.122,0.155,0.38,0.43,NA,NA,NA,NA,0.0261,"0.01","41.275",11.3,0,0,0,"ALNRUG",23,0.405,0.1385,176,123.6,NA,NA,NA,NA,-0.00285468573594565,"Alnus rugosa",0,0,0
"ALNRUG_134",20,45,0,1,26.2,0.256,0.313,0.68,0.34,NA,NA,NA,NA,0.028,"-0.02","43.225",9.8,0,0,0,"ALNRUG",25,0.51,0.2845,176,149.8,NA,NA,NA,NA,-0.0012243683539093,"Alnus rugosa",0,0,0
"ALNRUG_144",22,45,1,1,32.2,0.156,0.17,0.4,0.41,NA,NA,NA,NA,0.0246,"0.02","40.5",7.8,1,0,0,"ALNRUG",23,0.405,0.163,176,143.8,NA,NA,NA,NA,-0.00339812486329109,"Alnus rugosa",0,0,0
"ALNRUG_154",22,43,0,1,21.6,0.188,0.169,0.3,0.39,NA,NA,NA,NA,0.0213,"0.05","37.725",11.6,0,0,0,"ALNRUG",21,0.345,0.1785,176,154.4,NA,NA,NA,NA,-0.00502844224532744,"Alnus rugosa",0,0,0
"ALNRUG_164",14,48,1,1,31.6,0.122,0.14,0.29,0.17,NA,NA,NA,NA,0.0163,"0.06","33.35",2.2,1,0,0,"ALNRUG",34,0.23,0.131,176,144.4,NA,NA,NA,NA,-0.00557188137267289,"Alnus rugosa",0,0,0
"ALNRUG_16",35,56,0,2,46.5,0.158,0.182,0.33,0.39,NA,NA,NA,NA,NA,"","40.25",12.7,0,1,0,"ALNRUG",21,0.36,0.17,177,130.5,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_26",23,53,1,2,17.1,0.141,0.14,0.3,0.26,NA,NA,NA,NA,NA,"","28.3",7.5,0,1,0,"ALNRUG",30,0.28,0.1405,177,159.9,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_36",21,40,0,2,36.4,0.241,0.205,0.36,0.17,NA,NA,NA,NA,0.0218,"","38.125",5.3,1,1,0,"ALNRUG",19,0.265,0.223,177,140.6,NA,NA,NA,NA,NA,"Alnus rugosa",0,0,0
"ALNRUG_46",30,46,1,2,28.7,0.158,0.157,0.34,0.3,NA,NA,NA,NA,0.0198,"","36.4",8.7,0,1,0,"ALNRUG",16,0.32,0.1575,177,148.3,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_56",21,37,0,2,36.6,0.142,0.202,0.35,0.38,NA,NA,NA,NA,0.0206,"","31.7",2.9,0,1,0,"ALNRUG",16,0.365,0.172,177,140.4,NA,NA,NA,NA,NA,"Alnus rugosa",0,0,0
"ALNRUG_66",21,51,1,2,32.2,0.136,0.152,0.29,0.21,NA,NA,NA,NA,0.0199,"","36.5",-1.3,1,1,0,"ALNRUG",30,0.25,0.144,177,144.8,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_86",25,43,1,2,25.4,0.133,0.144,0.24,0.25,NA,NA,NA,NA,0.0172,"","34.175",8.4,1,1,0,"ALNRUG",18,0.245,0.1385,177,151.6,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_96",21,40,0,2,33.8,0.113,0.165,0.45,0.39,NA,NA,NA,NA,0.0149,"","32",3.1,0,1,0,"ALNRUG",19,0.42,0.139,177,143.2,NA,NA,NA,NA,NA,"Alnus rugosa",0,0,0
"ALNRUG_106",40,60,1,2,27,0.127,0.179,0.21,0.37,NA,NA,NA,NA,NA,"","38.025",-0.1,1,1,0,"ALNRUG",20,0.29,0.153,177,150,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_116",21,40,0,2,27,0.115,0.129,0.26,0.29,NA,NA,NA,NA,0.014,"","31.15",5.4,0,1,0,"ALNRUG",19,0.275,0.122,177,150,NA,NA,NA,NA,NA,"Alnus rugosa",0,0,0
"ALNRUG_126",28,51,1,2,28.6,0.155,0.152,0.29,0.32,NA,NA,NA,NA,0.0202,"","36.775",5.7,1,1,0,"ALNRUG",23,0.305,0.1535,177,148.4,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_136",21,40,0,2,20,0.13,0.26,0.21,0.25,NA,NA,NA,NA,0.0196,"","36.25",8.7,0,1,0,"ALNRUG",19,0.23,0.195,177,157,NA,NA,NA,NA,NA,"Alnus rugosa",0,0,0
"ALNRUG_146",21,43,1,2,25.4,0.147,0.153,0.35,0.26,NA,NA,NA,NA,0.0154,"","32.475",3.3,1,1,0,"ALNRUG",22,0.305,0.15,177,151.6,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_156",25,43,0,2,30.4,0.13,0.145,0.26,0.25,NA,NA,NA,NA,0.019,"","35.7",8.7,0,1,0,"ALNRUG",18,0.255,0.1375,177,146.6,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_166",21,43,1,2,25.5,0.127,0.156,0.31,0.27,NA,NA,NA,NA,0.02,"","36.625",16.5,0,1,0,"ALNRUG",22,0.29,0.1415,177,151.5,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_28",21,39,1,3,29,0.135,0.136,0.29,0.33,NA,NA,NA,NA,0.0202,"","36.825",1.2,0,0,1,"ALNRUG",18,0.31,0.1355,163,134,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_38",16,32,0,3,25.4,0.123,0.137,0.22,0.29,NA,NA,NA,NA,0.0205,"","37.075",15,0,0,1,"ALNRUG",16,0.255,0.13,163,137.6,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_48",16,53,1,3,22,0.142,0.127,0.22,0.26,NA,NA,NA,NA,0.0202,"","42.375",8.4,0,0,1,"ALNRUG",37,0.24,0.1345,163,141,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_58",18,32,0,3,35.4,0.135,0.14,0.31,0.28,NA,NA,NA,NA,0.021,"","37.475",9.9,0,0,1,"ALNRUG",14,0.295,0.1375,163,127.6,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_88",23,37,1,3,31.3,0.121,0.126,0.37,0.28,NA,NA,NA,NA,0.0171,"","34.05",2.3,1,0,1,"ALNRUG",14,0.325,0.1235,163,131.7,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_98",18,35,0,3,29.1,0.146,0.155,0.3,0.37,NA,NA,NA,NA,0.0215,"","37.925",7.5,0,0,1,"ALNRUG",17,0.335,0.1505,163,133.9,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_108",21,35,1,3,20.2,0.113,0.134,0.34,0.21,NA,NA,NA,NA,0.0158,"","32.875",18.7,1,0,1,"ALNRUG",14,0.275,0.1235,163,142.8,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_118",26,39,0,3,27.3,0.104,0.153,0.35,0.36,NA,NA,NA,NA,0.0201,"","36.725",14.8,0,0,1,"ALNRUG",13,0.355,0.1285,163,135.7,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_128",21,42,1,3,25.5,0.136,0.127,0.24,0.3,NA,NA,NA,NA,0.0171,"","34.075",5.3,0,0,1,"ALNRUG",21,0.27,0.1315,163,137.5,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_138",16,35,0,3,27,0.115,0.138,0.23,0.19,NA,NA,NA,NA,0.0183,"","35.15",1.8,0,0,1,"ALNRUG",19,0.21,0.1265,163,136,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_148",18,42,1,3,28.3,0.107,0.124,0.29,0.24,NA,NA,NA,NA,0.0149,"","32.025",13.1,0,0,1,"ALNRUG",24,0.265,0.1155,163,134.7,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_158",21,39,0,3,33.1,0.124,0.197,0.35,0.28,NA,NA,NA,NA,0.0246,"","40.525",4.8,0,0,1,"ALNRUG",18,0.315,0.1605,163,129.9,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"ALNRUG_168",26,42,1,3,23.4,0.161,0.152,0.4,0.4,NA,NA,NA,NA,0.0194,"","36.1",13.4,1,0,1,"ALNRUG",16,0.4,0.1565,163,139.6,NA,NA,NA,NA,NA,"Alnus rugosa",2,0,1
"BETPAP_24",13,31,1,1,33.9,0.158,0.208,0.2,0.3,NA,NA,NA,NA,0.0067,"-0.02","23.825",2.8,1,0,0,"BETPAP",18,0.25,0.183,176,142.1,NA,NA,NA,NA,-0.0012243683539093,"Betula papyrifera",0,0,0
"BETPAP_34",13,27,0,1,34.4,0.159,0.148,0.31,0.3,NA,NA,NA,NA,0.0124,"-0.03","29.6",5.3,0,0,0,"BETPAP",14,0.305,0.1535,176,141.6,NA,NA,NA,NA,-0.000680929226563848,"Betula papyrifera",0,0,0
"BETPAP_44",10,34,1,1,32.8,0.158,0.17,0.21,0.21,NA,NA,NA,NA,0.0066,"0","23.75",4.2,1,0,0,"BETPAP",24,0.21,0.164,176,143.2,NA,NA,NA,NA,-0.0023112466086002,"Betula papyrifera",0,0,0
"BETPAP_64",13,43,1,1,39.4,0.169,0.181,0.36,0.32,NA,NA,NA,NA,0.0129,"-0.04","30.125",10.3,1,0,0,"BETPAP",30,0.34,0.175,176,136.6,NA,NA,NA,NA,-0.000137490099218399,"Betula papyrifera",0,0,0
"BETPAP_74",13,27,0,1,34.1,0.141,0.211,0.35,0.31,NA,NA,NA,NA,0.0138,"-0.08","31.025",9.8,1,0,0,"BETPAP",14,0.33,0.176,176,141.9,NA,NA,NA,NA,0.0020362664101634,"Betula papyrifera",0,0,0
"BETPAP_94",17,34,0,1,41.4,0.164,0.21,0.43,0.33,NA,NA,NA,NA,0.0101,"-0.12","27.375",7,0,0,0,"BETPAP",17,0.38,0.187,176,134.6,NA,NA,NA,NA,0.0042100229195452,"Betula papyrifera",0,0,0
"BETPAP_104",14,36,1,1,31.2,0.154,0.169,0.44,0.33,NA,NA,NA,NA,0.0111,"-0.08","28.325",3.5,1,0,0,"BETPAP",22,0.385,0.1615,176,144.8,NA,NA,NA,NA,0.0020362664101634,"Betula papyrifera",0,0,0
"BETPAP_114",13,27,0,1,35.2,0.156,0.186,0.28,0.3,NA,NA,NA,NA,0.0125,"-0.04","29.7",6.2,0,0,0,"BETPAP",14,0.29,0.171,176,140.8,NA,NA,NA,NA,-0.000137490099218399,"Betula papyrifera",0,0,0
"BETPAP_124",22,36,1,1,28.1,0.154,0.162,0.32,0.26,NA,NA,NA,NA,0.0104,"-0.03","27.65",4.3,0,0,0,"BETPAP",14,0.29,0.158,176,147.9,NA,NA,NA,NA,-0.000680929226563848,"Betula papyrifera",0,0,0
"BETPAP_134",13,31,0,1,30.6,0.17,0.139,0.31,0.31,NA,NA,NA,NA,0.0086,"-0.06","25.8",5.3,1,0,0,"BETPAP",18,0.31,0.1545,176,145.4,NA,NA,NA,NA,0.0009493881554725,"Betula papyrifera",0,0,0
"BETPAP_144",10,34,1,1,43.9,0.164,0.202,0.24,0.29,NA,NA,NA,NA,0.0097,"-0.05","26.925",10.6,0,0,0,"BETPAP",24,0.265,0.183,176,132.1,NA,NA,NA,NA,0.000405949028127051,"Betula papyrifera",0,0,0
"BETPAP_154",15,34,0,1,33.2,0.176,0.18,0.18,0.28,NA,NA,NA,NA,0.0063,"-0.11","22.8",4.5,0,0,0,"BETPAP",19,0.23,0.178,176,142.8,NA,NA,NA,NA,0.00366658379219975,"Betula papyrifera",0,0,0
"BETPAP_164",14,36,1,1,39,0.162,0.158,0.29,0.2,NA,NA,NA,NA,0.005,"-0.1","21.95",6.7,0,0,0,"BETPAP",22,0.245,0.16,176,137,NA,NA,NA,NA,0.0031231446648543,"Betula papyrifera",0,0,0
"BETPAP_16",16,35,0,2,28.4,0.13,0.153,0.31,0.23,NA,NA,NA,NA,0.0126,"","29.8",3.8,0,1,0,"BETPAP",19,0.27,0.1415,177,148.6,NA,NA,NA,NA,NA,"Betula papyrifera",0,0,0
"BETPAP_26",16,43,1,2,26.2,0.157,0.28,0.16,0.19,NA,NA,NA,NA,0.0109,"","28.125",12,0,1,0,"BETPAP",27,0.175,0.2185,177,150.8,NA,NA,NA,NA,NA,"Betula papyrifera",2,0,1
"BETPAP_36",14,30,0,2,36.4,0.177,0.18,0.22,0.22,NA,NA,NA,NA,0.0186,"","35.4",5.2,0,1,0,"BETPAP",16,0.22,0.1785,177,140.6,NA,NA,NA,NA,NA,"Betula papyrifera",0,0,0
"BETPAP_46",21,43,1,2,38.6,0.18,0.227,0.2,0.27,NA,NA,NA,NA,0.0106,"","27.825",4,1,1,0,"BETPAP",22,0.235,0.2035,177,138.4,NA,NA,NA,NA,NA,"Betula papyrifera",2,0,1
"BETPAP_66",16,37,1,2,39,0.152,0.165,0.27,0.27,NA,NA,NA,NA,0.0107,"","28",14.1,0,1,0,"BETPAP",21,0.27,0.1585,177,138,NA,NA,NA,NA,NA,"Betula papyrifera",0,0,0
"BETPAP_76",11,32,0,2,27.8,0.154,0.227,0.41,0.33,NA,NA,NA,NA,0.0084,"","25.625",4.8,0,1,0,"BETPAP",21,0.37,0.1905,177,149.2,NA,NA,NA,NA,NA,"Betula papyrifera",0,0,0
