"term","species","estimate","2%","10%","25%","75%","90%","98%"
"tx","SORAME",-9.46417621117024,-30.4403215636836,-22.9479333934992,-14.3004276319666,-3.42933381782974,0.675954746972694,3.58078650923523
"tx","VIBDEN",4.79572018086196,-7.73213703165064,-3.56607601198898,0.416358457932532,8.43371660949559,16.2397999416009,22.7692980981859
"chill1","ACESAC",1.16261838366952,-8.90217657779012,-5.19729630520442,-0.928767886758394,2.9405387111987,9.45775078384579,14.8722648451139
"chill1","ALNRUG",-3.08800777137993,-20.0821516101185,-13.3144665105616,-5.33560137370611,0.0959912921361586,2.9376476712875,6.94559224939878
"chill1","BETPAP",0.243840901948128,-10.9675847366634,-6.26553542863409,-1.58054494634271,1.99302983483178,7.15594164038007,12.2398313756919
"chill1","BETPOP",-0.948827993668454,-15.174984326064,-8.96639683197414,-2.88364865893939,1.08547531052177,5.84268117108875,10.9507449302022
"chill1","CORRAC",2.09549211916302,-7.27852278464324,-3.90863727676222,-0.362347483466517,4.10740811903548,11.1407198385691,17.5861076799832
"chill1","SALPUR",-2.49279914464447,-18.3243496130827,-12.1317711222309,-4.73387280961099,0.263408341695411,3.66446642177892,8.1363042225723
"chill1","SORAME",2.47736823706493,-8.47455783334518,-4.21693908097105,-0.382313790294228,4.85299437095562,12.26512851622,18.1685331331062
"chill1","VIBDEN",-0.856512565865012,-14.0012641865594,-8.24983800964968,-2.71006285592621,1.05661710678761,5.52378768555307,10.4077189328905
"chill2","ACESAC",2.26268036092998,-7.25409691251779,-3.67614231366733,-0.335759793548613,4.1712680778294,12.1843120105198,18.8126849396793
"chill2","ALNRUG",-1.08658405741124,-16.1297112384802,-9.55702276905754,-3.05580537137362,1.06127590034637,5.88663305840763,11.5154879262352
"chill2","BETPAP",-0.905002670273524,-14.8883630122195,-8.74211353261916,-2.58990290033921,1.12261563272006,5.11881278592925,10.2860666044988
"chill2","BETPOP",-0.948178358586708,-15.147310228827,-9.09969399919369,-2.77877218406647,1.06727764684477,5.71065097297529,10.626369859456
"chill2","CORRAC",-0.845364883466173,-15.4368886846367,-9.03409058828834,-2.70047802760354,1.25378272307977,5.74802791992301,10.6446779915714
"chill2","SALPUR",-2.04601663531768,-18.5375081029916,-11.5708902204699,-4.14180005719332,0.543259926305486,4.45498104725066,9.18969836428869
"chill2","SORAME",1.65146661369851,-10.9504357358743,-5.72083891856177,-0.871550355727412,3.85910784212236,11.5608822827356,18.338142097222
"chill2","VIBDEN",1.14156042888476,-10.1295241599087,-5.29903548553755,-0.982033507631356,2.87687841675013,9.65509114218053,15.5676679153656
"tx:chill1","ACESAC",-1.83044268414768,-20.1602809150672,-11.945346698525,-3.63280504588303,0.733810996143117,5.03115760361752,9.98751131162096
"tx:chill1","ALNRUG",0.0036926582849907,-15.0277787609298,-8.41746230909306,-2.1024403369204,2.08720421922565,8.54683333544515,15.3557392526738
"tx:chill1","BETPAP",-0.271884290593341,-14.4110321897316,-8.15434236185576,-2.14732433686544,1.61634271101339,7.46145410810308,13.6008403446054
"tx:chill1","BETPOP",0.930565291900135,-12.0330382426613,-6.77147810088262,-1.40608021203301,2.95902430508301,10.1569397881204,17.7968245467108
"tx:chill1","CORRAC",0.112538148272382,-14.7175543822692,-8.27935055696523,-2.0409242930557,2.17082098637327,8.70450454582583,15.6430615914521
"tx:chill1","SALPUR",-0.0440669739190806,-15.826698060361,-8.51330538276441,-2.12606032328126,2.10820205527153,8.45959390182302,15.936704449954
"tx:chill1","SORAME",0.639802853911434,-15.1090259116254,-7.96953872306916,-2.02707438588866,3.01456744915641,10.7354210233344,17.8774308921104
"tx:chill1","VIBDEN",0.82627848973418,-12.3722625957359,-6.44341376398393,-1.31738441357487,2.63214145921714,10.0945835295557,17.6661852213464
"tx:chill2","ACESAC",2.40843062201033,-12.3745088428416,-6.28917304056365,-0.884924679438028,5.14816526269375,14.8354937161548,22.8485840416767
"tx:chill2","ALNRUG",1.06783833920541,-16.6373756019245,-9.13503574334942,-1.88277669969829,3.93330421536374,12.3094659815433,20.4917197335607
"tx:chill2","BETPAP",2.65008174915263,-11.246630808674,-5.91221077444893,-0.759013944203253,5.52232753389208,15.060408238662,22.6480179726798
"tx:chill2","BETPOP",0.323366099450566,-16.973106332563,-10.4947537694859,-2.46588300659542,2.99735825303209,11.1307434060369,18.5701252012655
"tx:chill2","CORRAC",-0.639290969785032,-18.6355143218865,-11.4378747203552,-3.56528212963478,2.08734744334179,9.70967760492011,17.0712867743981
"tx:chill2","SALPUR",0.80253698655208,-17.8940160930577,-9.83301868746945,-2.16159304772958,3.61938107010219,12.4631345680161,21.1960395057949
"tx:chill2","SORAME",-6.00094309736095,-33.3075275784318,-23.1863482692533,-10.3332876870516,-0.0712648205615388,3.65319582428653,8.57267064314969
"tx:chill2","VIBDEN",2.03522321256329,-14.0763984036392,-7.09872954481896,-1.10198015007065,4.82824608007053,14.1036344321484,22.463011935322
