id,bb,lo,lo.ht,start,frz,,onemonth.ht,Chl1,Chl2,Chl3,Chl4,ChlAvg,On or Before 2/19,,60dayheight,chl1,chl2,chl3,chl4,,,chlavg,ht.diff,tx_chlavg,tx_htdiff,mg/cm2
CORRAC_64,1/11/19,2/4/19,54.4,12/24/18,1/23/19,,,,,,,,,,,,,,,,,#DIV/0!,-54.4,,,
CORRAC_74,1/14/19,2/8/19,51.6,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,-51.6,,,
CORRAC_84,1/23/19,2/6/19,51.8,12/24/18,1/28/19,,,,,,,,,,,,,,,,,#DIV/0!,-51.8,,,
CORRAC_94,1/11/19,1/30/19,54.1,12/24/18,,,,,,,,,,,59.1,27.4,28.2,28.5,32.1,,,29.05,5,,,0.0118
CORRAC_104,1/8/19,1/30/19,49.2,12/24/18,1/23/19,,,,,,,,,,48.3,32.1,31.3,36.4,30.3,*evidence of damage,,32.525,-0.9,,,0.0154
CORRAC_114,1/14/19,2/4/19,51.3,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,-51.3,,,
CORRAC_124,1/2/19,1/21/19,58.2,12/24/18,1/8/19,,64.3,33.9,33.3,30.9,33.1,32.8,,,61.4,29.7,32.3,26,31.8,,,29.95,3.2,,,0.0127
CORRAC_134,1/4/19,1/21/19,53.6,12/24/18,,,62,25.9,25,33.2,30.6,28.675,,,60.4,18.4,21.5,24,20.9,,,21.2,6.8,,,0.0043
CORRAC_144,1/4/19,1/25/19,60.8,12/24/18,1/8/19,90%,,,,,,,,,63.7,39,34.9,36.6,36.3,,,36.7,2.9,,,0.0201
CORRAC_154,1/2/19,1/16/19,55.4,12/24/18,,,58.6,20.9,25.2,23.7,40.5,27.575,,,60.7,26.6,34.2,26.2,26,,,28.25,5.3,,,0.011
CORRAC_164,1/7/19,1/23/19,58.4,12/24/18,1/8/19,,,,,,,,,,61,37,31.8,35.4,27.1,,,32.825,2.6,,,0.0158
CORRAC_16,1/21/19,2/8/19,48.4,1/7/19,,,,,,,,,all before,,,,,,,,,#DIV/0!,-48.4,,,
CORRAC_26,1/28/19,2/19/19,39.5,1/7/19,2/6/19,,,,,,,,,,,,,,,,,#DIV/0!,-39.5,,,
CORRAC_36,1/21/19,2/6/19,57.6,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-57.6,,,
CORRAC_46,1/30/19,2/19/19,53.8,1/7/19,2/4/19,85%,,,,,,,,,,,,,,,,#DIV/0!,-53.8,,,
CORRAC_56,2/1/19,2/16/19,39.6,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-39.6,,,
CORRAC_66,1/21/19,2/6/19,39.1,1/7/19,1/28/19,,,,,,,,,,,,,,,,,#DIV/0!,-39.1,,,
CORRAC_76,1/23/19,2/6/19,52,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-52,,,
CORRAC_86,1/28/19,2/13/19,48.2,1/7/19,2/1/19,,,,,,,,,,,,,,,,,#DIV/0!,-48.2,,,
CORRAC_96,1/21/19,2/4/19,48.2,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-48.2,,,
CORRAC_106,1/28/19,2/19/19,51.2,1/7/19,2/4/19,,,,,,,,,,,,,,,,,#DIV/0!,-51.2,,,
CORRAC_116,1/21/19,2/11/19,51.4,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-51.4,,,
CORRAC_126,1/18/19,2/4/19,43.6,1/7/19,1/25/19,,,,,,,,,,,,,,,,,#DIV/0!,-43.6,,,
CORRAC_136,1/14/19,1/28/19,50.2,1/7/19,,,,,,,,,,,56.8,32.1,29.3,35.9,27.9,,,31.3,6.6,,,0.0141
CORRAC_146,1/16/19,2/6/19,50.2,1/7/19,1/25/19,,,,,,,,,,,,,,,,,#DIV/0!,-50.2,,,
CORRAC_156,1/21/19,2/8/19,45,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-45,,,
CORRAC_166,1/18/19,2/4/19,34.2,1/7/19,1/25/19,,,,,,,,,,,,,,,,,#DIV/0!,-34.2,,,
CORRAC_18,2/4/19,2/19/19,62.9,1/21/19,,,,,,,,,"8 budbursted; 5 tx, 3 cont",,,,,,,,,#DIV/0!,-62.9,,,
CORRAC_28,1/30/19,2/27/19,49.5,1/21/19,2/8/19,,,,,,,,all frz before,,,,,,,,,#DIV/0!,-49.5,,,
CORRAC_38,2/8/19,2/19/19,41.6,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,-41.6,,,
CORRAC_48,2/8/19,2/22/19,50.3,1/21/19,2/15/19,,,,,,,,,,,,,,,,,#DIV/0!,-50.3,,,
CORRAC_58,2/16/19,2/27/19,49.6,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,-49.6,,,
CORRAC_68,2/1/19,2/19/19,56,1/21/19,2/6/19,,,,,,,,,,,,,,,,,#DIV/0!,-56,,,
CORRAC_78,1/28/19,2/11/19,36.2,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,-36.2,,,
CORRAC_88,2/6/19,2/22/19,40.6,1/21/19,2/11/19,,,,,,,,,,,,,,,,,#DIV/0!,-40.6,,,
CORRAC_98,2/13/19,2/22/19,55,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,-55,,,
CORRAC_108,1/28/19,2/16/19,55.9,1/21/19,2/4/19,,,,,,,,,,,,,,,,,#DIV/0!,-55.9,,,
CORRAC_118,1/28/19,2/11/19,53.4,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,-53.4,,,
CORRAC_128,2/4/19,2/25/19,47.3,1/21/19,2/15/19,90%,,,,,,,,,,,,,,,,#DIV/0!,-47.3,,,
CORRAC_138,1/30/19,2/16/19,60.4,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,-60.4,,,
CORRAC_148,2/4/19,2/22/19,55.6,1/21/19,2/11/19,,,,,,,,,,,,,,,,,#DIV/0!,-55.6,,,
CORRAC_158,2/4/19,2/25/19,50.2,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,-50.2,,,
CORRAC_168,1/28/19,2/19/19,58.6,1/21/19,2/4/19,90%,,,,,,,,,,,,,,,,#DIV/0!,-58.6,,,
FAGGRA_14,,,,12/24/18,,,,,,,,,no budburst,,,,,,,,,#DIV/0!,0,,,
FAGGRA_24,2/27/19,3/15/19,45,12/24/18,3/4/19,,,,,,,,,,,,,,,,,#DIV/0!,-45,,,
FAGGRA_34,2/25/19,3/6/19,40.2,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,-40.2,,,
FAGGRA_44,3/1/19,3/18/19,26.9,12/24/18,3/4/19,,,,,,,,,,,,,,,,,#DIV/0!,-26.9,,,
FAGGRA_54,,,,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_64,,,,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_74,4/1/19,,,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_84,,,,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_94,,,,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_104,3/4/19,3/29/19,34.1,12/24/18,3/8/19,,,,,,,,,,,,,,,,,#DIV/0!,-34.1,,,
FAGGRA_114,3/15/19,3/29/19,27.7,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,-27.7,,,
FAGGRA_124,,,,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_134,3/18/19,3/29/19,30.3,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,-30.3,,,
FAGGRA_144,,,,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_154,,,,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_164,,,,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_16,3/29/19,,,1/7/19,,,,,,,,,no budburst,,,,,,,,,#DIV/0!,0,,,
FAGGRA_26,3/12/19,3/27/19,35.9,1/7/19,3/18/19,,,,,,,,,,,,,,,,,#DIV/0!,-35.9,,,
FAGGRA_36,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_46,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_56,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_66,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_76,3/8/19,3/18/19,29.2,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-29.2,,,
FAGGRA_86,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_96,3/11/19,3/22/19,38.6,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-38.6,,,
FAGGRA_106,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_116,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_126,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_136,3/1/19,3/11/19,20.1,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-20.1,,,
FAGGRA_146,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_156,3/11/19,3/18/19,21.9,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-21.9,,,
FAGGRA_166,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_18,,,,1/21/19,,,,,,,,,no budburst,,,,,,,,,#DIV/0!,0,,,
FAGGRA_28,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_38,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_48,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_58,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_68,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_78,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_88,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_98,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_108,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_118,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_128,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_138,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_148,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_158,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
FAGGRA_168,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_14,,,,12/24/18,,,,,,,,,1 full leafout,,,,,,,,,#DIV/0!,0,,,
NYSSYL_24,,,,12/24/18,,,,,,,,,"6 budburst; 3 cont, 3 frz",,,,,,,,,#DIV/0!,0,,,
NYSSYL_34,,,,12/24/18,,,,,,,,,one in growth chamber during,,,,,,,,,#DIV/0!,0,,,
NYSSYL_44,,,,12/24/18,,,,,,,,,2 frz before,,,,,,,,,#DIV/0!,0,,,
NYSSYL_54,,,,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_64,,,,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_74,1/30/19,3/8/19,28.5,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,-28.5,,,
NYSSYL_84,,,,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_94,,,,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_104,1/30/19,3/18/19,26.7,12/24/18,2/13/19,,,,,,,,,,,,,,,,,#DIV/0!,-26.7,,,
NYSSYL_114,1/30/19,3/4/19,21.8,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,-21.8,,,
NYSSYL_124,2/11/19,3/29/19,25.4,12/24/18,2/19/19,,,,,,,,,,,,,,,,,#DIV/0!,-25.4,,,
NYSSYL_134,,,,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_144,1/30/19,3/27/19,32.2,12/24/18,2/13/19,,,,,,,,,,,,,,,,,#DIV/0!,-32.2,,,
NYSSYL_154,1/30/19,2/19/19,23.6,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,-23.6,,,
NYSSYL_164,,,,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_16,,,,1/7/19,,,,,,,,,no budburst,,,,,,,,,#DIV/0!,0,,,
NYSSYL_26,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_36,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_46,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_56,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_66,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_76,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_86,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_96,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_106,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_116,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_126,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_136,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_146,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_156,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_166,,,,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_18,,,,1/21/19,,,,,,,,,no budburst,,,,,,,,,#DIV/0!,0,,,
NYSSYL_28,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_38,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_48,2/25/19,,,1/21/19,3/4/19,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_58,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_68,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_78,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_88,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_98,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_108,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_118,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_128,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_138,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_148,2/27/19,,,1/21/19,3/4/19,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_158,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
NYSSYL_168,,,,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,0,,,
SALPUR_14,1/7/19,1/14/19,28.8,12/24/18,,,56.8,44.2,41.2,37.6,45.5,42.125,all before,,74.9,22.9,49.6,46.9,41.4,,,40.2,46.1,44.975,41.2875,0.0242
SALPUR_24,1/7/19,1/18/19,35,12/24/18,1/8/19,,62.2,41.1,40.4,45.6,42.1,42.3,,,89.1,47.1,47,42.5,34,,,42.65,54.1,42.8375,44.275,0.0273
SALPUR_34,1/2/19,1/14/19,25.6,12/24/18,,,54.6,51.4,50.3,52.2,39.9,48.45,,,75.9,46.9,42.4,50,47.4,,,46.675,50.3,,,0.0325
SALPUR_44,1/2/19,1/16/19,18.2,12/24/18,1/4/19,,51.2,43.9,42.7,52.8,43.9,45.825,,,77.2,52.6,44,52,49.1,,,49.425,59,,,0.0362
SALPUR_54,1/7/19,1/16/19,26.8,12/24/18,,,51.6,46.2,43.4,44.1,46.5,45.05,,,64.9,39.8,41.2,35.9,45.1,,,40.5,38.1,,,0.0246
SALPUR_64,1/2/19,1/14/19,19.2,12/24/18,1/4/19,,48,29.4,41.9,51.5,40.5,40.825,,,77.3,44.2,35,37.5,40.4,,,39.275,58.1,,,0.0231
SALPUR_74,1/4/19,1/14/19,15.8,12/24/18,,,39.6,41.6,41,41.9,27,37.875,,,60.5,47.5,46.6,42.6,41.6,,,44.575,44.7,,,0.0297
SALPUR_84,1/2/19,1/16/19,23.8,12/24/18,1/4/19,,39.8,39.7,33.6,39.4,37.9,37.65,,,62.5,46.2,45.2,43.4,45.7,,,45.125,38.7,,,0.0304
SALPUR_94,1/7/19,1/14/19,23.4,12/24/18,,,52.2,40.9,44.3,46.4,44.5,44.025,,,67.1,53.9,42.6,43.3,38.3,,,44.525,43.7,,,0.0297
SALPUR_104,1/7/19,1/18/19,24.6,12/24/18,1/7/19,,46.8,40.9,44.3,46.4,44.5,44.025,,,66,37.4,29.6,47.1,46.4,,,40.125,41.4,,,0.0242
SALPUR_114,1/4/19,1/14/19,20.2,12/24/18,,,40.2,37.6,44.3,44,42.3,42.05,,,52.2,42.9,45.5,52.3,40.6,,,45.325,32,,,0.0307
SALPUR_124,1/4/19,1/14/19,33.8,12/24/18,1/7/19,,55.8,34.8,44.7,37.4,42.9,39.95,,,70.9,42.8,37.6,39.4,39.5,,,39.825,37.1,,,0.0238
SALPUR_134,1/4/19,1/14/19,18.4,12/24/18,,,47.2,41.9,50.2,46.7,52.3,47.775,,,60.1,54.3,47.8,46.5,50.1,,,49.675,41.7,,,0.0365
SALPUR_144,1/7/19,1/25/19,27.2,12/24/18,1/7/19,90%,56.6,39.6,47.9,45.4,48.2,45.275,,,61.6,24.3,46,50.2,30.6,,,37.775,34.4,,,0.0214
SALPUR_154,1/2/19,1/8/19,26.4,12/24/18,,,55.4,51,40,50.6,48.9,47.625,,,60.1,37.3,48.6,57,50.4,,,48.325,33.7,,,0.0347
SALPUR_164,1/7/19,1/18/19,31.8,12/24/18,1/7/19,,,,,,,,,,63.2,46.2,51,51.5,45.3,,,48.5,31.4,,,0.0349
SALPUR_16,1/16/19,1/28/19,18.8,1/7/19,,,,,,,,,all before,,87.2,44,41.9,46.5,47.9,,,45.075,68.4,,,0.0304
SALPUR_26,1/21/19,2/8/19,31.8,1/7/19,1/28/19,,,,,,,,,,,,,,,,,#DIV/0!,-31.8,,,
SALPUR_36,1/16/19,2/1/19,22.3,1/7/19,,,,,,,,,,,79.4,44.9,45.8,43.8,46.3,,,45.2,57.1,,,0.0305
SALPUR_46,1/16/19,2/1/19,18.4,1/7/19,1/23/19,,,,,,,,,,84.9,45.4,43.4,14,45.1,,,36.975,66.5,,,0.0204
SALPUR_56,1/18/19,2/4/19,29.4,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-29.4,,,
SALPUR_66,1/16/19,2/1/19,19.6,1/7/19,1/25/19,,,,,,,,,,75.1,43.1,41.1,42.6,26.7,,,38.375,55.5,,,0.0221
SALPUR_76,1/18/19,2/1/19,22.2,1/7/19,,,,,,,,,,,73.9,44.5,38.1,40.2,39.7,,,40.625,51.7,,,0.0248
SALPUR_86,1/14/19,2/6/19,25.8,1/7/19,1/23/19,,,,,,,,,,,,,,,,,#DIV/0!,-25.8,,,
SALPUR_96,1/16/19,2/6/19,24.2,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-24.2,,,
SALPUR_106,1/18/19,2/8/19,20.4,1/7/19,1/23/19,,,,,,,,,,,,,,,,,#DIV/0!,-20.4,,,
SALPUR_116,1/21/19,2/4/19,27.8,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-27.8,,,
SALPUR_126,1/18/19,2/4/19,29.6,1/7/19,1/25/19,,,,,,,,,,,,,,,,,#DIV/0!,-29.6,,,
SALPUR_136,1/16/19,1/28/19,28.6,1/7/19,,,,,,,,,,,88.7,40.6,44.5,51,48.1,,,46.05,60.1,,,0.0316
SALPUR_146,1/16/19,2/4/19,25.6,1/7/19,1/23/19,,,,,,,,,,,,,,,,,#DIV/0!,-25.6,,,
SALPUR_156,1/18/19,1/28/19,25.4,1/7/19,,,,,,,,,,,72.9,46.4,31.4,47.1,44.7,,,42.4,47.5,,,0.027
SALPUR_166,1/18/19,2/6/19,25.2,1/7/19,1/23/19,90%,,,,,,,,,,,,,,,,#DIV/0!,-25.2,,,
SALPUR_18,1/30/19,2/11/19,26,1/21/19,,,,,,,,,all before,,,,,,,,,#DIV/0!,-26,,,
SALPUR_28,1/30/19,2/15/19,24.1,1/21/19,2/6/19,,,,,,,,,,,,,,,,,#DIV/0!,-24.1,,,
SALPUR_38,1/30/19,2/15/19,21.2,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,-21.2,,,
SALPUR_48,1/30/19,2/13/19,26,1/21/19,2/4/19,,,,,,,,,,,,,,,,,#DIV/0!,-26,,,
SALPUR_58,1/30/19,2/11/19,25.6,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,-25.6,,,
SALPUR_68,1/30/19,2/13/19,27.4,1/21/19,2/4/19,,,,,,,,,,,,,,,,,#DIV/0!,-27.4,,,
SALPUR_78,2/1/19,2/13/19,27.4,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,-27.4,,,
SALPUR_88,1/25/19,2/11/19,18.2,1/21/19,2/4/19,,,,,,,,,,,,,,,,,#DIV/0!,-18.2,,,
SALPUR_98,2/1/19,2/11/19,21,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,-21,,,
SALPUR_108,1/30/19,2/15/19,34,1/21/19,2/6/19,,,,,,,,,,,,,,,,,#DIV/0!,-34,,,
SALPUR_118,1/30/19,2/13/19,25.4,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,-25.4,,,
SALPUR_128,1/30/19,2/13/19,32.6,1/21/19,2/4/19,,,,,,,,,,,,,,,,,#DIV/0!,-32.6,,,
SALPUR_138,1/28/19,2/11/19,28.2,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,-28.2,,,
SALPUR_148,2/4/19,2/16/19,26.2,1/21/19,2/6/19,90%,,,,,,,,,,,,,,,,#DIV/0!,-26.2,,,
SALPUR_158,1/25/19,2/8/19,22.4,1/21/19,,,,,,,,,,,,,,,,,,#DIV/0!,-22.4,,,
SALPUR_168,,,,,,MISSING,,,,,,,,,,,,,,,,#DIV/0!,0,,,
SORAME_14,2/11/19,2/22/19,46,12/24/18,,,,,,,,,10 full leaf out,,,,,,,,,#DIV/0!,-46,,,
SORAME_24,2/8/19,2/22/19,65.4,12/24/18,2/11/19,,,,,,,,1 no budburst,,,,,,,,,#DIV/0!,-65.4,,,
SORAME_34,2/22/19,,,12/24/18,,,,,,,,,"5 budburst; 1 cont, 4 frz",,,,,,,,,#DIV/0!,0,,,
SORAME_44,1/25/19,2/8/19,49.8,12/24/18,1/28/19,,,,,,,,1 in growth chamber,,,,,,,,,#DIV/0!,-49.8,,,
SORAME_54,1/23/19,2/11/19,48.8,12/24/18,,,,,,,,,all frz before,,,,,,,,,#DIV/0!,-48.8,,,
SORAME_64,2/16/19,3/4/19,48.6,12/24/18,2/19/19,,,,,,,,,,,,,,,,,#DIV/0!,-48.6,,,
SORAME_74,1/25/19,2/11/19,54.6,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,-54.6,,,
SORAME_84,1/25/19,2/11/19,38.6,12/24/18,1/28/19,,,,,,,,,,,,,,,,,#DIV/0!,-38.6,,,
SORAME_94,1/23/19,2/8/19,44.8,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,-44.8,,,
SORAME_104,2/8/19,2/22/19,39.4,12/24/18,2/11/19,,,,,,,,,,,,,,,,,#DIV/0!,-39.4,,,
SORAME_114,2/4/19,2/13/19,40.4,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,-40.4,,,
SORAME_124,2/4/19,3/4/19,56.6,12/24/18,2/8/19,,,,,,,,,,,,,,,,,#DIV/0!,-56.6,,,
SORAME_134,1/23/19,2/11/19,55.4,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,-55.4,,,
SORAME_144,1/18/19,2/13/19,43.4,12/24/18,1/25/19,90%,,,,,,,,,,,,,,,,#DIV/0!,-43.4,,,
SORAME_154,1/30/19,2/11/19,59.2,12/24/18,,,,,,,,,,,,,,,,,,#DIV/0!,-59.2,,,
SORAME_164,1/25/19,2/11/19,58.4,12/24/18,1/28/19,,,,,,,,,,,,,,,,,#DIV/0!,-58.4,,,
SORAME_16,2/11/19,2/25/19,57.6,1/7/19,,,,,,,,,1 no budburst,,,,,,,,,#DIV/0!,-57.6,,,
SORAME_26,2/16/19,3/1/19,50.9,1/7/19,2/19/19,,,,,,,,"12 budburst; 5 cont, 7 frz",,,,,,,,,#DIV/0!,-50.9,,,
SORAME_36,2/8/19,2/19/19,50.4,1/7/19,,,,,,,,,2 in growth chamber,,,,,,,,,#DIV/0!,-50.4,,,
SORAME_46,2/8/19,2/22/19,45.4,1/7/19,2/11/19,,,,,,,,1 frz after,,,,,,,,,#DIV/0!,-45.4,,,
SORAME_56,2/19/19,3/1/19,50.6,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-50.6,,,
SORAME_66,2/22/19,3/4/19,58.3,1/7/19,2/22/19,,,,,,,,,,,,,,,,,#DIV/0!,-58.3,,,
SORAME_76,2/13/19,2/25/19,58.3,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-58.3,,,
SORAME_86,2/13/19,2/27/19,50.4,1/7/19,2/15/19,,,,,,,,,,,,,,,,,#DIV/0!,-50.4,,,
SORAME_96,2/11/19,2/19/19,43.7,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-43.7,,,
SORAME_106,2/4/19,2/19/19,44.8,1/7/19,2/6/19,,,,,,,,,,,,,,,,,#DIV/0!,-44.8,,,
SORAME_116,2/13/19,2/25/19,57.2,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-57.2,,,
SORAME_126,2/19/19,3/1/19,44.1,1/7/19,2/19/19,,,,,,,,,,,,,,,,,#DIV/0!,-44.1,,,
SORAME_136,2/16/19,2/25/19,51.1,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-51.1,,,
SORAME_146,2/11/19,2/25/19,58.5,1/7/19,2/15/19,,,,,,,,,,,,,,,,,#DIV/0!,-58.5,,,
SORAME_156,1/30/19,2/16/19,52.6,1/7/19,,,,,,,,,,,,,,,,,,#DIV/0!,-52.6,,,
SORAME_166,2/11/19,2/27/19,44.1,1/7/19,2/13/19,,,,,,,,,,,,,,,,,#DIV/0!,-44.1,,,
SORAME_18,2/22/19,3/6/19,47.7,1/21/19,,,,,,,,,10 budburst after,,,,,,,,,#DIV/0!,-47.7,,,
